Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Sortingwood Engine
appliedenergistics2:facade:0, Cable Facade - Towerwood Planks
appliedenergistics2:facade:0, Cable Facade - Encased Towerwood
appliedenergistics2:facade:0, Cable Facade - Cracked Towerwood
appliedenergistics2:facade:0, Cable Facade - Mossy Towerwood
appliedenergistics2:facade:0, Cable Facade - Infested Towerwood
appliedenergistics2:facade:0, Cable Facade - Reappearing Block
appliedenergistics2:facade:0, Cable Facade - Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Locked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Unlocked Vanishing Block
appliedenergistics2:facade:0, Cable Facade - Carminite Builder
appliedenergistics2:facade:0, Cable Facade - Anti-builder
appliedenergistics2:facade:0, Cable Facade - Ghast Trap
appliedenergistics2:facade:0, Cable Facade - Carminite Reactor
appliedenergistics2:facade:0, Cable Facade - Stronghold Shield
appliedenergistics2:facade:0, Cable Facade - Aurora Block
appliedenergistics2:facade:0, Cable Facade - Underbrick
appliedenergistics2:facade:0, Cable Facade - Mossy Underbrick
appliedenergistics2:facade:0, Cable Facade - Cracked Underbrick
appliedenergistics2:facade:0, Cable Facade - Underbrick Floor
appliedenergistics2:facade:0, Cable Facade - Weathered Deadrock
appliedenergistics2:facade:0, Cable Facade - Cracked Deadrock
appliedenergistics2:facade:0, Cable Facade - Deadrock
appliedenergistics2:facade:0, Cable Facade - Aurora Pillar
appliedenergistics2:facade:0, Cable Facade - Trollsteinn
appliedenergistics2:facade:0, Cable Facade - Wispy Cloud
appliedenergistics2:facade:0, Cable Facade - Fluffy Cloud
appliedenergistics2:facade:0, Cable Facade - Giant Cobblestone
appliedenergistics2:facade:0, Cable Facade - Giant Log
appliedenergistics2:facade:0, Cable Facade - Giant Obsidian
appliedenergistics2:facade:0, Cable Facade - Huge Stalk
appliedenergistics2:facade:0, Cable Facade - Huge Mushgloom
appliedenergistics2:facade:0, Cable Facade - Castle Brick
appliedenergistics2:facade:0, Cable Facade - Worn Castle Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Castle Brick
appliedenergistics2:facade:0, Cable Facade - Castle Roof Tile
appliedenergistics2:facade:0, Cable Facade - Mossy Castle Brick
appliedenergistics2:facade:0, Cable Facade - Thick Castle Brick
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Encased Castle Brick Tile
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Pillar
appliedenergistics2:facade:0, Cable Facade - Bold Castle Brick Tiles
appliedenergistics2:facade:0, Cable Facade - Pink Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Blue Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Violet Castle Rune Brick
appliedenergistics2:facade:0, Cable Facade - Cinder Furnace [NYI]
appliedenergistics2:facade:0, Cable Facade - Cinder Log [NYI]
appliedenergistics2:facade:0, Cable Facade - Yellow Castle Door
appliedenergistics2:facade:0, Cable Facade - Violet Castle Door
appliedenergistics2:facade:0, Cable Facade - Pink Castle Door
appliedenergistics2:facade:0, Cable Facade - Blue Castle Door
appliedenergistics2:facade:0, Cable Facade - Block of Ironwood
appliedenergistics2:facade:0, Cable Facade - Block of Fiery Metal
appliedenergistics2:facade:0, Cable Facade - Block of Arctic Fur
appliedenergistics2:facade:0, Cable Facade - Block of Carminite
appliedenergistics2:facade:0, Cable Facade - Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Mossy Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Mossy Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Ruined Etched Nagastone
appliedenergistics2:facade:0, Cable Facade - Ruined Nagastone Pillar
appliedenergistics2:facade:0, Cable Facade - Auroralized Glass
appliedenergistics2:facade:0, Cable Facade - Twilight Oak Planks
appliedenergistics2:facade:0, Cable Facade - Canopy Planks
appliedenergistics2:facade:0, Cable Facade - Mangrove Planks
appliedenergistics2:facade:0, Cable Facade - Darkwood Planks
appliedenergistics2:facade:0, Cable Facade - Timewood Planks
appliedenergistics2:facade:0, Cable Facade - Transwood Planks
appliedenergistics2:facade:0, Cable Facade - Minewood Planks
appliedenergistics2:facade:0, Cable Facade - Sortingwood Planks
appliedenergistics2:facade:0, Cable Facade - Terrorcotta (Circular)
appliedenergistics2:facade:0, Cable Facade - Terrorcotta (Diagonal)
appliedenergistics2:facade:0, Cable Facade - tile.twilightforest.StonePillar.name
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Sticky Ore
appliedenergistics2:facade:0, Cable Facade - Clay Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - Soundproofing
appliedenergistics2:facade:0, Cable Facade - Shearing Block
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
